id,b,c,v,t
1017116,19,125,4,"Real KJV text for book 19 125:4"
1017117,19,125,5,"Real KJV text for book 19 125:5"
1017118,19,126,1,"Real KJV text for book 19 126:1"
1017119,19,126,2,"Real KJV text for book 19 126:2"
1017120,19,126,3,"Real KJV text for book 19 126:3"
1017121,19,126,4,"Real KJV text for book 19 126:4"
1017122,19,126,5,"Real KJV text for book 19 126:5"
1017123,19,126,6,"Real KJV text for book 19 126:6"
1017124,19,127,1,"Real KJV text for book 19 127:1"
1017125,19,127,2,"Real KJV text for book 19 127:2"
1017126,19,127,3,"Real KJV text for book 19 127:3"
1017127,19,127,4,"Real KJV text for book 19 127:4"
1017128,19,127,5,"Real KJV text for book 19 127:5"
1017129,19,128,1,"Real KJV text for book 19 128:1"
1017130,19,128,2,"Real KJV text for book 19 128:2"
1017131,19,128,3,"Real KJV text for book 19 128:3"
1017132,19,128,4,"Real KJV text for book 19 128:4"
1017133,19,128,5,"Real KJV text for book 19 128:5"
1017134,19,128,6,"Real KJV text for book 19 128:6"
1017135,19,129,1,"Real KJV text for book 19 129:1"
1017136,19,129,2,"Real KJV text for book 19 129:2"
1017137,19,129,3,"Real KJV text for book 19 129:3"
1017138,19,129,4,"Real KJV text for book 19 129:4"
1017139,19,129,5,"Real KJV text for book 19 129:5"
1017140,19,129,6,"Real KJV text for book 19 129:6"
1017141,19,129,7,"Real KJV text for book 19 129:7"
1017142,19,129,8,"Real KJV text for book 19 129:8"
1017143,19,130,1,"Real KJV text for book 19 130:1"
1017144,19,130,2,"Real KJV text for book 19 130:2"
1017145,19,130,3,"Real KJV text for book 19 130:3"
1017146,19,130,4,"Real KJV text for book 19 130:4"
1017147,19,130,5,"Real KJV text for book 19 130:5"
1017148,19,130,6,"Real KJV text for book 19 130:6"
1017149,19,130,7,"Real KJV text for book 19 130:7"
1017150,19,130,8,"Real KJV text for book 19 130:8"
1017151,19,131,1,"Real KJV text for book 19 131:1"
1017152,19,131,2,"Real KJV text for book 19 131:2"
1017153,19,131,3,"Real KJV text for book 19 131:3"
1017154,19,132,1,"Real KJV text for book 19 132:1"
1017155,19,132,2,"Real KJV text for book 19 132:2"
1017156,19,132,3,"Real KJV text for book 19 132:3"
1017157,19,132,4,"Real KJV text for book 19 132:4"
1017158,19,132,5,"Real KJV text for book 19 132:5"
1017159,19,132,6,"Real KJV text for book 19 132:6"
1017160,19,132,7,"Real KJV text for book 19 132:7"
1017161,19,132,8,"Real KJV text for book 19 132:8"
1017162,19,132,9,"Real KJV text for book 19 132:9"
1017163,19,132,10,"Real KJV text for book 19 132:10"
1017164,19,132,11,"Real KJV text for book 19 132:11"
1017165,19,132,12,"Real KJV text for book 19 132:12"
1017166,19,132,13,"Real KJV text for book 19 132:13"
1017167,19,132,14,"Real KJV text for book 19 132:14"
1017168,19,132,15,"Real KJV text for book 19 132:15"
1017169,19,132,16,"Real KJV text for book 19 132:16"
1017170,19,132,17,"Real KJV text for book 19 132:17"
1017171,19,132,18,"Real KJV text for book 19 132:18"
1017172,19,133,1,"Real KJV text for book 19 133:1"
1017173,19,133,2,"Real KJV text for book 19 133:2"
1017174,19,133,3,"Real KJV text for book 19 133:3"
1017175,19,134,1,"Real KJV text for book 19 134:1"
1017176,19,134,2,"Real KJV text for book 19 134:2"
1017177,19,134,3,"Real KJV text for book 19 134:3"
1017178,19,135,1,"Real KJV text for book 19 135:1"
1017179,19,135,2,"Real KJV text for book 19 135:2"
1017180,19,135,3,"Real KJV text for book 19 135:3"
1017181,19,135,4,"Real KJV text for book 19 135:4"
1017182,19,135,5,"Real KJV text for book 19 135:5"
1017183,19,135,6,"Real KJV text for book 19 135:6"
1017184,19,135,7,"Real KJV text for book 19 135:7"
1017185,19,135,8,"Real KJV text for book 19 135:8"
1017186,19,135,9,"Real KJV text for book 19 135:9"
1017187,19,135,10,"Real KJV text for book 19 135:10"
1017188,19,135,11,"Real KJV text for book 19 135:11"
1017189,19,135,12,"Real KJV text for book 19 135:12"
1017190,19,135,13,"Real KJV text for book 19 135:13"
1017191,19,135,14,"Real KJV text for book 19 135:14"
1017192,19,135,15,"Real KJV text for book 19 135:15"
1017193,19,135,16,"Real KJV text for book 19 135:16"
1017194,19,135,17,"Real KJV text for book 19 135:17"
1017195,19,135,18,"Real KJV text for book 19 135:18"
1017196,19,135,19,"Real KJV text for book 19 135:19"
1017197,19,135,20,"Real KJV text for book 19 135:20"
1017198,19,135,21,"Real KJV text for book 19 135:21"
1017199,19,136,1,"Real KJV text for book 19 136:1"
1017200,19,136,2,"Real KJV text for book 19 136:2"
1017201,19,136,3,"Real KJV text for book 19 136:3"
1017202,19,136,4,"Real KJV text for book 19 136:4"
1017203,19,136,5,"Real KJV text for book 19 136:5"
1017204,19,136,6,"Real KJV text for book 19 136:6"
1017205,19,136,7,"Real KJV text for book 19 136:7"
1017206,19,136,8,"Real KJV text for book 19 136:8"
1017207,19,136,9,"Real KJV text for book 19 136:9"
1017208,19,136,10,"Real KJV text for book 19 136:10"
1017209,19,136,11,"Real KJV text for book 19 136:11"
1017210,19,136,12,"Real KJV text for book 19 136:12"
1017211,19,136,13,"Real KJV text for book 19 136:13"
1017212,19,136,14,"Real KJV text for book 19 136:14"
1017213,19,136,15,"Real KJV text for book 19 136:15"
1017214,19,136,16,"Real KJV text for book 19 136:16"
1017215,19,136,17,"Real KJV text for book 19 136:17"
1017216,19,136,18,"Real KJV text for book 19 136:18"
1017217,19,136,19,"Real KJV text for book 19 136:19"
1017218,19,136,20,"Real KJV text for book 19 136:20"
1017219,19,136,21,"Real KJV text for book 19 136:21"
1017220,19,136,22,"Real KJV text for book 19 136:22"
1017221,19,136,23,"Real KJV text for book 19 136:23"
1017222,19,136,24,"Real KJV text for book 19 136:24"
1017223,19,136,25,"Real KJV text for book 19 136:25"
1017224,19,136,26,"Real KJV text for book 19 136:26"
1017225,19,137,1,"Real KJV text for book 19 137:1"
1017226,19,137,2,"Real KJV text for book 19 137:2"
1017227,19,137,3,"Real KJV text for book 19 137:3"
1017228,19,137,4,"Real KJV text for book 19 137:4"
1017229,19,137,5,"Real KJV text for book 19 137:5"
1017230,19,137,6,"Real KJV text for book 19 137:6"
1017231,19,137,7,"Real KJV text for book 19 137:7"
1017232,19,137,8,"Real KJV text for book 19 137:8"
1017233,19,137,9,"Real KJV text for book 19 137:9"
1017234,19,138,1,"Real KJV text for book 19 138:1"
1017235,19,138,2,"Real KJV text for book 19 138:2"
1017236,19,138,3,"Real KJV text for book 19 138:3"
1017237,19,138,4,"Real KJV text for book 19 138:4"
1017238,19,138,5,"Real KJV text for book 19 138:5"
1017239,19,138,6,"Real KJV text for book 19 138:6"
1017240,19,138,7,"Real KJV text for book 19 138:7"
1017241,19,138,8,"Real KJV text for book 19 138:8"
1017242,19,139,1,"Real KJV text for book 19 139:1"
1017243,19,139,2,"Real KJV text for book 19 139:2"
1017244,19,139,3,"Real KJV text for book 19 139:3"
1017245,19,139,4,"Real KJV text for book 19 139:4"
1017246,19,139,5,"Real KJV text for book 19 139:5"
1017247,19,139,6,"Real KJV text for book 19 139:6"
1017248,19,139,7,"Real KJV text for book 19 139:7"
1017249,19,139,8,"Real KJV text for book 19 139:8"
1017250,19,139,9,"Real KJV text for book 19 139:9"
1017251,19,139,10,"Real KJV text for book 19 139:10"
1017252,19,139,11,"Real KJV text for book 19 139:11"
1017253,19,139,12,"Real KJV text for book 19 139:12"
1017254,19,139,13,"Real KJV text for book 19 139:13"
1017255,19,139,14,"Real KJV text for book 19 139:14"
1017256,19,139,15,"Real KJV text for book 19 139:15"
1017257,19,139,16,"Real KJV text for book 19 139:16"
1017258,19,139,17,"Real KJV text for book 19 139:17"
1017259,19,139,18,"Real KJV text for book 19 139:18"
1017260,19,139,19,"Real KJV text for book 19 139:19"
1017261,19,139,20,"Real KJV text for book 19 139:20"
1017262,19,139,21,"Real KJV text for book 19 139:21"
1017263,19,139,22,"Real KJV text for book 19 139:22"
1017264,19,139,23,"Real KJV text for book 19 139:23"
1017265,19,139,24,"Real KJV text for book 19 139:24"
1017266,19,140,1,"Real KJV text for book 19 140:1"
1017267,19,140,2,"Real KJV text for book 19 140:2"
1017268,19,140,3,"Real KJV text for book 19 140:3"
1017269,19,140,4,"Real KJV text for book 19 140:4"
1017270,19,140,5,"Real KJV text for book 19 140:5"
1017271,19,140,6,"Real KJV text for book 19 140:6"
1017272,19,140,7,"Real KJV text for book 19 140:7"
1017273,19,140,8,"Real KJV text for book 19 140:8"
1017274,19,140,9,"Real KJV text for book 19 140:9"
1017275,19,140,10,"Real KJV text for book 19 140:10"
1017276,19,140,11,"Real KJV text for book 19 140:11"
1017277,19,140,12,"Real KJV text for book 19 140:12"
1017278,19,140,13,"Real KJV text for book 19 140:13"
1017279,19,141,1,"Real KJV text for book 19 141:1"
1017280,19,141,2,"Real KJV text for book 19 141:2"
1017281,19,141,3,"Real KJV text for book 19 141:3"
1017282,19,141,4,"Real KJV text for book 19 141:4"
1017283,19,141,5,"Real KJV text for book 19 141:5"
1017284,19,141,6,"Real KJV text for book 19 141:6"
1017285,19,141,7,"Real KJV text for book 19 141:7"
1017286,19,141,8,"Real KJV text for book 19 141:8"
1017287,19,141,9,"Real KJV text for book 19 141:9"
1017288,19,141,10,"Real KJV text for book 19 141:10"
1017289,19,142,1,"Real KJV text for book 19 142:1"
1017290,19,142,2,"Real KJV text for book 19 142:2"
1017291,19,142,3,"Real KJV text for book 19 142:3"
1017292,19,142,4,"Real KJV text for book 19 142:4"
1017293,19,142,5,"Real KJV text for book 19 142:5"
1017294,19,142,6,"Real KJV text for book 19 142:6"
1017295,19,142,7,"Real KJV text for book 19 142:7"
1017296,19,143,1,"Real KJV text for book 19 143:1"
1017297,19,143,2,"Real KJV text for book 19 143:2"
1017298,19,143,3,"Real KJV text for book 19 143:3"
1017299,19,143,4,"Real KJV text for book 19 143:4"
1017300,19,143,5,"Real KJV text for book 19 143:5"
1017301,19,143,6,"Real KJV text for book 19 143:6"
1017302,19,143,7,"Real KJV text for book 19 143:7"
1017303,19,143,8,"Real KJV text for book 19 143:8"
1017304,19,143,9,"Real KJV text for book 19 143:9"
1017305,19,143,10,"Real KJV text for book 19 143:10"
1017306,19,143,11,"Real KJV text for book 19 143:11"
1017307,19,143,12,"Real KJV text for book 19 143:12"
1017308,19,144,1,"Real KJV text for book 19 144:1"
1017309,19,144,2,"Real KJV text for book 19 144:2"
1017310,19,144,3,"Real KJV text for book 19 144:3"
1017311,19,144,4,"Real KJV text for book 19 144:4"
1017312,19,144,5,"Real KJV text for book 19 144:5"
1017313,19,144,6,"Real KJV text for book 19 144:6"
1017314,19,144,7,"Real KJV text for book 19 144:7"
1017315,19,144,8,"Real KJV text for book 19 144:8"
1017316,19,144,9,"Real KJV text for book 19 144:9"
1017317,19,144,10,"Real KJV text for book 19 144:10"
1017318,19,144,11,"Real KJV text for book 19 144:11"
1017319,19,144,12,"Real KJV text for book 19 144:12"
1017320,19,144,13,"Real KJV text for book 19 144:13"
1017321,19,144,14,"Real KJV text for book 19 144:14"
1017322,19,144,15,"Real KJV text for book 19 144:15"
1017323,19,145,1,"Real KJV text for book 19 145:1"
1017324,19,145,2,"Real KJV text for book 19 145:2"
1017325,19,145,3,"Real KJV text for book 19 145:3"
1017326,19,145,4,"Real KJV text for book 19 145:4"
1017327,19,145,5,"Real KJV text for book 19 145:5"
1017328,19,145,6,"Real KJV text for book 19 145:6"
1017329,19,145,7,"Real KJV text for book 19 145:7"
1017330,19,145,8,"Real KJV text for book 19 145:8"
1017331,19,145,9,"Real KJV text for book 19 145:9"
1017332,19,145,10,"Real KJV text for book 19 145:10"
1017333,19,145,11,"Real KJV text for book 19 145:11"
1017334,19,145,12,"Real KJV text for book 19 145:12"
1017335,19,145,13,"Real KJV text for book 19 145:13"
1017336,19,145,14,"Real KJV text for book 19 145:14"
1017337,19,145,15,"Real KJV text for book 19 145:15"
1017338,19,145,16,"Real KJV text for book 19 145:16"
1017339,19,145,17,"Real KJV text for book 19 145:17"
1017340,19,145,18,"Real KJV text for book 19 145:18"
1017341,19,145,19,"Real KJV text for book 19 145:19"
1017342,19,145,20,"Real KJV text for book 19 145:20"
1017343,19,145,21,"Real KJV text for book 19 145:21"
1017344,19,146,1,"Real KJV text for book 19 146:1"
1017345,19,146,2,"Real KJV text for book 19 146:2"
1017346,19,146,3,"Real KJV text for book 19 146:3"
1017347,19,146,4,"Real KJV text for book 19 146:4"
1017348,19,146,5,"Real KJV text for book 19 146:5"
1017349,19,146,6,"Real KJV text for book 19 146:6"
1017350,19,146,7,"Real KJV text for book 19 146:7"
1017351,19,146,8,"Real KJV text for book 19 146:8"
1017352,19,146,9,"Real KJV text for book 19 146:9"
1017353,19,146,10,"Real KJV text for book 19 146:10"
1017354,19,147,1,"Real KJV text for book 19 147:1"
1017355,19,147,2,"Real KJV text for book 19 147:2"
1017356,19,147,3,"Real KJV text for book 19 147:3"
1017357,19,147,4,"Real KJV text for book 19 147:4"
1017358,19,147,5,"Real KJV text for book 19 147:5"
1017359,19,147,6,"Real KJV text for book 19 147:6"
1017360,19,147,7,"Real KJV text for book 19 147:7"
1017361,19,147,8,"Real KJV text for book 19 147:8"
1017362,19,147,9,"Real KJV text for book 19 147:9"
1017363,19,147,10,"Real KJV text for book 19 147:10"
1017364,19,147,11,"Real KJV text for book 19 147:11"
1017365,19,147,12,"Real KJV text for book 19 147:12"
1017366,19,147,13,"Real KJV text for book 19 147:13"
1017367,19,147,14,"Real KJV text for book 19 147:14"
1017368,19,147,15,"Real KJV text for book 19 147:15"
1017369,19,147,16,"Real KJV text for book 19 147:16"
1017370,19,147,17,"Real KJV text for book 19 147:17"
1017371,19,147,18,"Real KJV text for book 19 147:18"
1017372,19,147,19,"Real KJV text for book 19 147:19"
1017373,19,147,20,"Real KJV text for book 19 147:20"
1017374,19,148,1,"Real KJV text for book 19 148:1"
1017375,19,148,2,"Real KJV text for book 19 148:2"
1017376,19,148,3,"Real KJV text for book 19 148:3"
1017377,19,148,4,"Real KJV text for book 19 148:4"
1017378,19,148,5,"Real KJV text for book 19 148:5"
1017379,19,148,6,"Real KJV text for book 19 148:6"
1017380,19,148,7,"Real KJV text for book 19 148:7"
1017381,19,148,8,"Real KJV text for book 19 148:8"
1017382,19,148,9,"Real KJV text for book 19 148:9"
1017383,19,148,10,"Real KJV text for book 19 148:10"
1017384,19,148,11,"Real KJV text for book 19 148:11"
1017385,19,148,12,"Real KJV text for book 19 148:12"
1017386,19,148,13,"Real KJV text for book 19 148:13"
1017387,19,148,14,"Real KJV text for book 19 148:14"
1017388,19,149,1,"Real KJV text for book 19 149:1"
1017389,19,149,2,"Real KJV text for book 19 149:2"
1017390,19,149,3,"Real KJV text for book 19 149:3"
1017391,19,149,4,"Real KJV text for book 19 149:4"
1017392,19,149,5,"Real KJV text for book 19 149:5"
1017393,19,149,6,"Real KJV text for book 19 149:6"
1017394,19,149,7,"Real KJV text for book 19 149:7"
1017395,19,149,8,"Real KJV text for book 19 149:8"
1017396,19,149,9,"Real KJV text for book 19 149:9"
1017397,19,150,1,"Real KJV text for book 19 150:1"
1017398,19,150,2,"Real KJV text for book 19 150:2"
1017399,19,150,3,"Real KJV text for book 19 150:3"
1017400,19,150,4,"Real KJV text for book 19 150:4"
1017401,19,150,5,"Real KJV text for book 19 150:5"
1017402,19,150,6,"Real KJV text for book 19 150:6"
1017403,20,1,1,"Real KJV text for book 20 1:1"
1017404,20,1,2,"Real KJV text for book 20 1:2"
1017405,20,1,3,"Real KJV text for book 20 1:3"
1017406,20,1,4,"Real KJV text for book 20 1:4"
1017407,20,1,5,"Real KJV text for book 20 1:5"
1017408,20,1,6,"Real KJV text for book 20 1:6"
1017409,20,1,7,"Real KJV text for book 20 1:7"
1017410,20,1,8,"Real KJV text for book 20 1:8"
1017411,20,1,9,"Real KJV text for book 20 1:9"
1017412,20,1,10,"Real KJV text for book 20 1:10"
1017413,20,1,11,"Real KJV text for book 20 1:11"
1017414,20,1,12,"Real KJV text for book 20 1:12"
1017415,20,1,13,"Real KJV text for book 20 1:13"
1017416,20,1,14,"Real KJV text for book 20 1:14"
1017417,20,1,15,"Real KJV text for book 20 1:15"
1017418,20,1,16,"Real KJV text for book 20 1:16"
1017419,20,1,17,"Real KJV text for book 20 1:17"
1017420,20,1,18,"Real KJV text for book 20 1:18"
1017421,20,1,19,"Real KJV text for book 20 1:19"
1017422,20,1,20,"Real KJV text for book 20 1:20"
1017423,20,1,21,"Real KJV text for book 20 1:21"
1017424,20,1,22,"Real KJV text for book 20 1:22"
1017425,20,1,23,"Real KJV text for book 20 1:23"
1017426,20,1,24,"Real KJV text for book 20 1:24"
1017427,20,1,25,"Real KJV text for book 20 1:25"
1017428,20,1,26,"Real KJV text for book 20 1:26"
1017429,20,1,27,"Real KJV text for book 20 1:27"
1017430,20,1,28,"Real KJV text for book 20 1:28"
1017431,20,1,29,"Real KJV text for book 20 1:29"
1017432,20,1,30,"Real KJV text for book 20 1:30"
1017433,20,1,31,"Real KJV text for book 20 1:31"
1017434,20,1,32,"Real KJV text for book 20 1:32"
1017435,20,1,33,"Real KJV text for book 20 1:33"
1017436,20,2,1,"Real KJV text for book 20 2:1"
1017437,20,2,2,"Real KJV text for book 20 2:2"
1017438,20,2,3,"Real KJV text for book 20 2:3"
1017439,20,2,4,"Real KJV text for book 20 2:4"
1017440,20,2,5,"Real KJV text for book 20 2:5"
1017441,20,2,6,"Real KJV text for book 20 2:6"
1017442,20,2,7,"Real KJV text for book 20 2:7"
1017443,20,2,8,"Real KJV text for book 20 2:8"
1017444,20,2,9,"Real KJV text for book 20 2:9"
1017445,20,2,10,"Real KJV text for book 20 2:10"
1017446,20,2,11,"Real KJV text for book 20 2:11"
1017447,20,2,12,"Real KJV text for book 20 2:12"
1017448,20,2,13,"Real KJV text for book 20 2:13"
1017449,20,2,14,"Real KJV text for book 20 2:14"
1017450,20,2,15,"Real KJV text for book 20 2:15"
1017451,20,2,16,"Real KJV text for book 20 2:16"
1017452,20,2,17,"Real KJV text for book 20 2:17"
1017453,20,2,18,"Real KJV text for book 20 2:18"
1017454,20,2,19,"Real KJV text for book 20 2:19"
1017455,20,2,20,"Real KJV text for book 20 2:20"
1017456,20,2,21,"Real KJV text for book 20 2:21"
1017457,20,2,22,"Real KJV text for book 20 2:22"
1017458,20,3,1,"Real KJV text for book 20 3:1"
1017459,20,3,2,"Real KJV text for book 20 3:2"
1017460,20,3,3,"Real KJV text for book 20 3:3"
1017461,20,3,4,"Real KJV text for book 20 3:4"
1017462,20,3,5,"Real KJV text for book 20 3:5"
